id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,sentiment
52,@haoren6867,Gw prnh nonton live bapak2 ngajar mtk. Bnr2 ngajar. Jd g melulu negatif,UgzfrezLmeU8OilV1qx4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgzfrezLmeU8OilV1qx4AaABAg,2023-11-23 6:12:58,0,Gw prnh nonton live bapak2 ngajar mtk. Bnr2 ngajar. Jd g melulu negatif,http://www.youtube.com/@haoren6867,netral
53,@koleksistorys,https://youtube.com/shorts/9dySZ9GvryU?si=uXy_17-3zBoj4BSv Ini masih banyak om akun2 admin 😅😅😅,UgxkCrJbAQi-waGKL-p4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgxkCrJbAQi-waGKL-p4AaABAg,2023-11-21 7:39:50,2,https://youtube.com/shorts/9dySZ9GvryU?si=uXy_17-3zBoj4BSv Ini masih banyak om akun2 admin 😅😅😅,http://www.youtube.com/@koleksistorys,negatif
54,@PengaranghandaI,Report lah,UgxkCrJbAQi-waGKL-p4AaABAg.9xNdiBF5SDt9xP-WhxsOfQ,@koleksistorys,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgxkCrJbAQi-waGKL-p4AaABAg.9xNdiBF5SDt9xP-WhxsOfQ,2023-11-21 20:18:21,0,Report lah,http://www.youtube.com/@PengaranghandaI,positif
55,@koleksistorys,"@@PengaranghandaI Alhamdulillah saya dah report, ada ladang amal masa mau diambil sendirian. 🤭",UgxkCrJbAQi-waGKL-p4AaABAg.9xNdiBF5SDt9xP3QpBUqR2,@koleksistorys,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgxkCrJbAQi-waGKL-p4AaABAg.9xNdiBF5SDt9xP3QpBUqR2,2023-11-21 20:52:30,0,"@@PengaranghandaI Alhamdulillah saya dah report, ada ladang amal masa mau diambil sendirian. 🤭",http://www.youtube.com/@koleksistorys,positif
56,@cerita49,"Saya jadi inget salah satu video dengan pembicara sabrang yang juga menggembor-gemborkan mengenai fenomena online shop. Dan sebenarnya sudah sejak spuluh tahun lalu di maiyah ini dibicarakan, about jualan, about cina.",UgzC5BZT2V7XSr6ggzJ4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgzC5BZT2V7XSr6ggzJ4AaABAg,2023-11-16 22:47:48,0,"Saya jadi inget salah satu video dengan pembicara sabrang yang juga menggembor-gemborkan mengenai fenomena online shop. Dan sebenarnya sudah sejak spuluh tahun lalu di maiyah ini dibicarakan, about jualan, about cina.",http://www.youtube.com/@cerita49,netral
57,@husnisalman2410,"pak deddynya kurang sabaran wkwkwk, pembawaan bang ferry yg santai ngebahasnya kurang cocok sama pak deddy, pelan pelan pak kalo bahas hal² yg serius, saran ajasih wkwk",UgyUEKVwOO68v3hQ23B4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgyUEKVwOO68v3hQ23B4AaABAg,2023-11-16 22:04:15,0,"pak deddynya kurang sabaran wkwkwk, pembawaan bang ferry yg santai ngebahasnya kurang cocok sama pak deddy, pelan pelan pak kalo bahas hal² yg serius, saran ajasih wkwk",http://www.youtube.com/@husnisalman2410,netral
58,@271triliyun,"Judi nyata aja masih dikadalin, apalagi judi online terpercaya 😂😂😂 100.000% lebih kadal 😂",UgxvDQn-9Q2LZAWUo2l4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgxvDQn-9Q2LZAWUo2l4AaABAg,2023-11-14 13:00:16,0,"Judi nyata aja masih dikadalin, apalagi judi online terpercaya 😂😂😂 100.000% lebih kadal 😂",http://www.youtube.com/@271triliyun,negatif
59,@gabut51,sebagai rakyat biasa dan sebagai kuli jait ada yh online shop banyak yg tutup usaha jait karena sepi yg jait dan saya sebagai kuli jait jadi tak bisa kerja,UgxyJxUqCrxQZT-ZgbR4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgxyJxUqCrxQZT-ZgbR4AaABAg,2023-11-14 4:02:33,0,sebagai rakyat biasa dan sebagai kuli jait ada yh online shop banyak yg tutup usaha jait karena sepi yg jait dan saya sebagai kuli jait jadi tak bisa kerja,http://www.youtube.com/@gabut51,negatif
60,@user-kx8vi8hy8i,"Ada yg punya pengalaman ngasi nomor WA asli ke admin judol,, dihubungin sama penipu scam mengaku lembaga zakat anak yatim dari mesjid?",UgzBAGB098v-m5H4-nJ4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgzBAGB098v-m5H4-nJ4AaABAg,2023-11-13 1:41:45,0,"Ada yg punya pengalaman ngasi nomor WA asli ke admin judol,, dihubungin sama penipu scam mengaku lembaga zakat anak yatim dari mesjid?",http://www.youtube.com/@user-kx8vi8hy8i,negatif
61,@user-kx8vi8hy8i,"Ayo speak up kawan2 korban. Biar tau kalau lama bermain judol sudah pasti rungkad. Dan kata serakah itu tidak benar, karena mindset yang sebenarnya pemain lama bermain lagi itu cuma ingin uang kekalahannya kembali 10% aja sudah bersyukur namun nyatanya makin dimakan semakin dalam. Saya yakin. Komenan yang berkata pejudi serakah 90% adalah akun admin slot . Trims",UgwqroxD_TQVHBiTdRJ4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgwqroxD_TQVHBiTdRJ4AaABAg,2023-11-12 17:34:35,0,"Ayo speak up kawan2 korban. Biar tau kalau lama bermain judol sudah pasti rungkad. Dan kata serakah itu tidak benar, karena mindset yang sebenarnya pemain lama bermain lagi itu cuma ingin uang kekalahannya kembali 10% aja sudah bersyukur namun nyatanya makin dimakan semakin dalam. Saya yakin. Komenan yang berkata pejudi serakah 90% adalah akun admin slot . Trims",http://www.youtube.com/@user-kx8vi8hy8i,positif
62,@imanbalm4614,"Kami yang sedang berjudi, dalam keadaan mabuk / sakau. Melakukan hal diluar nalar, dengan berpikiran pendek. Untuk keluar dari jerat ini, bukan hanya legal standing yang diperlukan. Treatment panjang! Seperti melawan drugs. Dan, Hati2... Alasan terbanyak mengkonsumsi alkohol drugs, adalah depresi.",UgzP95YzpTNLkGCG9mR4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgzP95YzpTNLkGCG9mR4AaABAg,2023-11-11 22:12:31,0,"Kami yang sedang berjudi, dalam keadaan mabuk / sakau. Melakukan hal diluar nalar, dengan berpikiran pendek. Untuk keluar dari jerat ini, bukan hanya legal standing yang diperlukan. Treatment panjang! Seperti melawan drugs. Dan, Hati2... Alasan terbanyak mengkonsumsi alkohol drugs, adalah depresi.",http://www.youtube.com/@imanbalm4614,negatif
63,@ekawulanramadani,"Suamiku adalah seseorang yg sukses d usia sangat muda. Usia under 30thn sdh bbrp kali promosi n menjadi manager d salah satu bumn besar. Namun, cukup setahun berjudi, smw yg dy bangun hancur. Rumah kendaraan aset reputasi bahkan n trakhir akhirnya dy tergusur dr perusahaan, ,, dan skrg smwnya sdh tdak trsisa selain nyawa dy sndiri. Bbrp kali dy hampir bunuh diri.. tapi sayangnya nggk kesampaian. Yah bgtulah merusaknya judi online",UgylI851y8Y7zMcMZmd4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgylI851y8Y7zMcMZmd4AaABAg,2023-11-11 20:29:01,0,"Suamiku adalah seseorang yg sukses d usia sangat muda. Usia under 30thn sdh bbrp kali promosi n menjadi manager d salah satu bumn besar. Namun, cukup setahun berjudi, smw yg dy bangun hancur. Rumah kendaraan aset reputasi bahkan n trakhir akhirnya dy tergusur dr perusahaan, ,, dan skrg smwnya sdh tdak trsisa selain nyawa dy sndiri. Bbrp kali dy hampir bunuh diri.. tapi sayangnya nggk kesampaian. Yah bgtulah merusaknya judi online",http://www.youtube.com/@ekawulanramadani,positif
64,@user-kx8vi8hy8i,"Judol adalah penipuan nggak beda jauh sama binary option, anda akan dibuat senang diawal permainan. Targetnya yang penting Anda candu dulu. Mencoba main dahulu, baru dikurasnya. Lebih baik jangan coba2. Pada akhirnya Anda akan sengsara",Ugwxg-RQneswYPCzVpV4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=Ugwxg-RQneswYPCzVpV4AaABAg,2023-11-11 0:12:40,0,"Judol adalah penipuan nggak beda jauh sama binary option, anda akan dibuat senang diawal permainan. Targetnya yang penting Anda candu dulu. Mencoba main dahulu, baru dikurasnya. Lebih baik jangan coba2. Pada akhirnya Anda akan sengsara",http://www.youtube.com/@user-kx8vi8hy8i,positif
65,@guysarep6623,mantap om Deddy dan Om Ferry... Sangat Berkelas,Ugxox7y_TTD53FEuVmF4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=Ugxox7y_TTD53FEuVmF4AaABAg,2023-11-09 5:57:22,0,mantap om Deddy dan Om Ferry... Sangat Berkelas,http://www.youtube.com/@guysarep6623,netral
66,@hikyneed803,"Maaf pemerintah bisa tutup situs dewasa kenapa nggak buat judi online, ya walaupun bisa di buka dengan proxy setidaknya buat hp kentang yg buat maen aja lag apagi di kasi beban pakek proxy, setidaknya selamatkan individu yg menengah kebawah",Ugw6ZAVN17IWjb7VBdt4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=Ugw6ZAVN17IWjb7VBdt4AaABAg,2023-11-07 8:31:23,0,"Maaf pemerintah bisa tutup situs dewasa kenapa nggak buat judi online, ya walaupun bisa di buka dengan proxy setidaknya buat hp kentang yg buat maen aja lag apagi di kasi beban pakek proxy, setidaknya selamatkan individu yg menengah kebawah",http://www.youtube.com/@hikyneed803,negatif
67,@user-uu2yy3sr2i,200 triliun yg ketauan yg g ketauan bsa lbih byk lg,UgzxLblrEZxbxIu3jH54AaABAg,,2,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgzxLblrEZxbxIu3jH54AaABAg,2023-11-06 11:50:52,0,200 triliun yg ketauan yg g ketauan bsa lbih byk lg,http://www.youtube.com/@user-uu2yy3sr2i,negatif
68,@boydopangayomi6599,34:50:00,Ugz1Tz9iaHRzVI7pUC14AaABAg,,1,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=Ugz1Tz9iaHRzVI7pUC14AaABAg,2023-11-06 7:58:34,0,34:50:00,http://www.youtube.com/@boydopangayomi6599,netral
69,@Jhonson12-zn1dc,Mantap bang fery terus gaungkan tentang stop judi online,Ugy_Z3St70LMB6sZ2NR4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=Ugy_Z3St70LMB6sZ2NR4AaABAg,2023-11-06 7:47:22,0,Mantap bang fery terus gaungkan tentang stop judi online,http://www.youtube.com/@Jhonson12-zn1dc,positif
70,@huda8796,"Mungkin gak sih,sebenarnya malah bandar yg gak mau di legalin supaya mereka gak bayar pajak,dan mungkin akan banyak aturan ,,,",Ugx6IfLyIxqFYorzJlV4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=Ugx6IfLyIxqFYorzJlV4AaABAg,2023-11-06 0:29:39,0,"Mungkin gak sih,sebenarnya malah bandar yg gak mau di legalin supaya mereka gak bayar pajak,dan mungkin akan banyak aturan ,,,",http://www.youtube.com/@huda8796,negatif
71,@teresaemaa,Sebut dong siapa aja influencernya,UgzD_Vf_ibXeTIdabaR4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgzD_Vf_ibXeTIdabaR4AaABAg,2023-11-05 10:43:44,0,Sebut dong siapa aja influencernya,http://www.youtube.com/@teresaemaa,netral
72,@dikairawan6799,"wahh ini bukan tentang siapa yg di untungkan ya ,tiktok shop di tutup timbul masalah baru ,para kurir banyak di berhentikan karna sepi paket",Ugz_WGjxH0tReHpGM814AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=Ugz_WGjxH0tReHpGM814AaABAg,2023-11-05 7:59:06,0,"wahh ini bukan tentang siapa yg di untungkan ya ,tiktok shop di tutup timbul masalah baru ,para kurir banyak di berhentikan karna sepi paket",http://www.youtube.com/@dikairawan6799,netral
73,@rikkisembiring8110,"Saya sebagai Sales di perusahaan FMCG sangat merasakan sekali dampak, terkait dengan omset yg cenderung turun karena end user di pasar tradisional lebih memilih top up dari pada belanja product pangan, uang yg di deposit itu menguap begitu saja keluar negeri, jadi makin banyak nanti pengangguran karena roda ekonomi macet. Kalau penjualan menurun otomatis yg kerja di produksi dikurangi, produksi sedikit tenaga pengiriman di kurangi, tenaga pemasar juga di kurangi, akan ada pengurangan 600 salesman di perusahaan tempat kami bekerja pada Desember ini nanti. Jadi terbayangkan 2400 org tidak ternafkahi lagi, tolong stop judi online perbanyak konsumsi produk dalam negeri biar ekonomi mutar dan uangnya bergerak di sekitar kita, dimana saya bisa gajian bisa beli beras petani dapat uang dan uangnya di belikan lagi produk kami.",UgzqVaP-h-6AyPcxZSl4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgzqVaP-h-6AyPcxZSl4AaABAg,2023-11-05 2:58:19,0,"Saya sebagai Sales di perusahaan FMCG sangat merasakan sekali dampak, terkait dengan omset yg cenderung turun karena end user di pasar tradisional lebih memilih top up dari pada belanja product pangan, uang yg di deposit itu menguap begitu saja keluar negeri, jadi makin banyak nanti pengangguran karena roda ekonomi macet. Kalau penjualan menurun otomatis yg kerja di produksi dikurangi, produksi sedikit tenaga pengiriman di kurangi, tenaga pemasar juga di kurangi, akan ada pengurangan 600 salesman di perusahaan tempat kami bekerja pada Desember ini nanti. Jadi terbayangkan 2400 org tidak ternafkahi lagi, tolong stop judi online perbanyak konsumsi produk dalam negeri biar ekonomi mutar dan uangnya bergerak di sekitar kita, dimana saya bisa gajian bisa beli beras petani dapat uang dan uangnya di belikan lagi produk kami.",http://www.youtube.com/@rikkisembiring8110,negatif
74,@hirabunga31,"Ide memberi makan rakyat sebagai proyek capres, itu sdh membuktikan pimpinan negara ini menilai rakyatnya bodoh2. Apa perlu kita berharap mereka mengedukasi rakyat, berharap mereka menjelaskan kasus dg lebih intelek. Makin bodoh rakyat makin suka mereka.",UgwDeYhCNN2DTjlCWJx4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgwDeYhCNN2DTjlCWJx4AaABAg,2023-11-04 20:54:56,0,"Ide memberi makan rakyat sebagai proyek capres, itu sdh membuktikan pimpinan negara ini menilai rakyatnya bodoh2. Apa perlu kita berharap mereka mengedukasi rakyat, berharap mereka menjelaskan kasus dg lebih intelek. Makin bodoh rakyat makin suka mereka.",http://www.youtube.com/@hirabunga31,negatif
75,@proboscism,"Masing2 pada bela diri. Mereka gk sadar kalo mereka public figure yg diikutin banyak orang. Mau mereka pakai uang haram buat kegiatan haram,itu urusan mereka. Yang jadi maslah utama adalah dimana moral mereka. Mereka ada di ruang publik di negara yang mengharamkan judi. Seselfish itu mereka tanpa mikirin efek negatif yg mungkin didapat penggemar2 mereka. Jujur, denger jawaban mereka kayak gitu, malah makin geram. Emang gk bsa juga maksa mereka, mungkin mereka emg seselfish itu, gk bsa bedain mana baik mana buruk, ruang publik atau pribadi. Aku lebih milih buat unfoll mereka aja.",UgyduBnFxvv8qd5tTKd4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgyduBnFxvv8qd5tTKd4AaABAg,2023-11-04 4:46:04,0,"Masing2 pada bela diri. Mereka gk sadar kalo mereka public figure yg diikutin banyak orang. Mau mereka pakai uang haram buat kegiatan haram,itu urusan mereka. Yang jadi maslah utama adalah dimana moral mereka. Mereka ada di ruang publik di negara yang mengharamkan judi. Seselfish itu mereka tanpa mikirin efek negatif yg mungkin didapat penggemar2 mereka. Jujur, denger jawaban mereka kayak gitu, malah makin geram. Emang gk bsa juga maksa mereka, mungkin mereka emg seselfish itu, gk bsa bedain mana baik mana buruk, ruang publik atau pribadi. Aku lebih milih buat unfoll mereka aja.",http://www.youtube.com/@proboscism,negatif
76,@user-mj2wn6xc4u,"yg membuat daya beli berkurang selain judi onlen ,ya kang parkir (menurunkan omset pedagang)😅",Ugya30kTZaalxm667Cl4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=Ugya30kTZaalxm667Cl4AaABAg,2023-11-03 23:54:47,0,"yg membuat daya beli berkurang selain judi onlen ,ya kang parkir (menurunkan omset pedagang)😅",http://www.youtube.com/@user-mj2wn6xc4u,netral
77,@0Good,"Baru nonton ini, eh langsung nemu video PWK diklip pasang logo JuDol, di short.😑",UgzeWEgqZz7-VKoywbN4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgzeWEgqZz7-VKoywbN4AaABAg,2023-11-03 6:09:20,0,"Baru nonton ini, eh langsung nemu video PWK diklip pasang logo JuDol, di short.😑",http://www.youtube.com/@0Good,negatif
78,@katadarrelreborn,"Selalu suka sama pemikiran nya fery irwandi, sangat mencerdaskan anak bangsa",Ugw0xR4_3OQCmzUUY3h4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=Ugw0xR4_3OQCmzUUY3h4AaABAg,2023-11-03 2:52:38,0,"Selalu suka sama pemikiran nya fery irwandi, sangat mencerdaskan anak bangsa",http://www.youtube.com/@katadarrelreborn,netral
79,@UDIN_PIPEL,90% Pecandu Judi online itu anak2 muda. Sebab utama nya karna kualitas pendidikan di indonesia itu ada di posisi menengah kebawah mungkin sangat buruk dan kurang di hargai.. Kominfo berantas situs2 judi online blokir sekian ribu situs website itu hanya di berita nya saja Fakta nya sampe skrng masih bisa di akses. Jadi mungkin kemampuan orang2 IT di Kominfo masih minim pengetahuan nya. Padahal di indonesia banyak lulusan2 mahasiswa2 yg lebih paham dengan IT kenapa mereka di biarkan belok dan melanggar kenapa tidak di tempatkan di tempat yang seharusnya saja... Contoh kasus ibu2 korban penipuan aplikasi saldo di rekening nya di kuras abis sama pelaku.. hanya dengan instal aplikasi yang dikirim melalui whatsapp dalam hitungan menit saldo rek. Abis... Itu pelaku nya sudah pasti lulusan2 / orang2 yang paham IT dari perguruan tinggi yang ada di indonesia. Saya yakin pengetahuan IT orang kominfo itu jauh di bawah mereka2 para pelaku cyber crime...,UgwGpgyucDdJ9KL2qip4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgwGpgyucDdJ9KL2qip4AaABAg,2023-11-02 21:45:49,0,90% Pecandu Judi online itu anak2 muda. Sebab utama nya karna kualitas pendidikan di indonesia itu ada di posisi menengah kebawah mungkin sangat buruk dan kurang di hargai.. Kominfo berantas situs2 judi online blokir sekian ribu situs website itu hanya di berita nya saja Fakta nya sampe skrng masih bisa di akses. Jadi mungkin kemampuan orang2 IT di Kominfo masih minim pengetahuan nya. Padahal di indonesia banyak lulusan2 mahasiswa2 yg lebih paham dengan IT kenapa mereka di biarkan belok dan melanggar kenapa tidak di tempatkan di tempat yang seharusnya saja... Contoh kasus ibu2 korban penipuan aplikasi saldo di rekening nya di kuras abis sama pelaku.. hanya dengan instal aplikasi yang dikirim melalui whatsapp dalam hitungan menit saldo rek. Abis... Itu pelaku nya sudah pasti lulusan2 / orang2 yang paham IT dari perguruan tinggi yang ada di indonesia. Saya yakin pengetahuan IT orang kominfo itu jauh di bawah mereka2 para pelaku cyber crime...,http://www.youtube.com/@UDIN_PIPEL,negatif
80,@adimasadimas8249,Hayuh tuh strimer ml😅😅,UgwKXVXLgfKtCbH87GN4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgwKXVXLgfKtCbH87GN4AaABAg,2023-11-02 16:07:01,0,Hayuh tuh strimer ml😅😅,http://www.youtube.com/@adimasadimas8249,netral
81,@diananggraini1245,Judol musuh terbesar negara ini saat ini😢,UgwOV1dDhQhAWdnK9Nh4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgwOV1dDhQhAWdnK9Nh4AaABAg,2023-11-02 8:52:56,0,Judol musuh terbesar negara ini saat ini😢,http://www.youtube.com/@diananggraini1245,positif
82,@diananggraini1245,Ada ga komunitas sharing orang tua yg anaknya kecanduan judol? Saya nyari,UgxXlw9fJ62AcKpPs7J4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgxXlw9fJ62AcKpPs7J4AaABAg,2023-11-02 8:50:40,0,Ada ga komunitas sharing orang tua yg anaknya kecanduan judol? Saya nyari,http://www.youtube.com/@diananggraini1245,positif
83,@topan959,46:21 ditungguin sampai 20 detik... akhirnya kosong,Ugxr-zcP9VmZWnwk1_d4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=Ugxr-zcP9VmZWnwk1_d4AaABAg,2023-11-01 21:18:17,0,46:21 ditungguin sampai 20 detik... akhirnya kosong,http://www.youtube.com/@topan959,netral
84,@duniaemje3599,narsum gak jelas... ngambang insight ny..,UgzGdK9NdLwPeIkn1kp4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgzGdK9NdLwPeIkn1kp4AaABAg,2023-11-01 20:34:07,0,narsum gak jelas... ngambang insight ny..,http://www.youtube.com/@duniaemje3599,netral
85,@ZenRegalia,"Ya untuk judi online, harus di bikin regulasi atau hukum disiplin, untuk mereka yg memiliki tabungan 500 jt baru di perbolehkan judi online, individu dengan kepemilikan harta aset di bawah itu tertangkap bermain judi online akan di kenakan hukum pidana dan denda. Biarin otoriter tp bisa ajarin disiplin ke rakyat jelata yg terlalu bebas tp bodoh.",UgwfNkhrUGrVYNMbOBJ4AaABAg,,0,https://www.youtube.com/watch?v=brA4tbgGkNQ&lc=UgwfNkhrUGrVYNMbOBJ4AaABAg,2023-10-31 11:03:31,0,"Ya untuk judi online, harus di bikin regulasi atau hukum disiplin, untuk mereka yg memiliki tabungan 500 jt baru di perbolehkan judi online, individu dengan kepemilikan harta aset di bawah itu tertangkap bermain judi online akan di kenakan hukum pidana dan denda. Biarin otoriter tp bisa ajarin disiplin ke rakyat jelata yg terlalu bebas tp bodoh.",http://www.youtube.com/@ZenRegalia,negatif
