id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,sentiment
1517,@flobamora-bl6pi,Subhanallah,UgxL-wZZ6uWexHxOUAV4AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgxL-wZZ6uWexHxOUAV4AaABAg,2023-05-02 22:06:35,0,Subhanallah,http://www.youtube.com/@flobamora-bl6pi,netral
1518,@nisassa6,Merindung tenang,UgxsgoGvVL7Jcd7R-ul4AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgxsgoGvVL7Jcd7R-ul4AaABAg,2023-05-02 15:27:33,0,Merindung tenang,http://www.youtube.com/@nisassa6,netral
1519,@nisassa6,Subhanallah,UgzdHqWpbNczOuBJDB14AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgzdHqWpbNczOuBJDB14AaABAg,2023-05-02 15:27:06,0,Subhanallah,http://www.youtube.com/@nisassa6,netral
1520,@chanelyoutoube,"Benar banget tuh kata koko dennis, yang di menit 53.00 Papa aku juga bilang ini baru bagus, di saat pintu kamar dibuka..dan kata papa aku di dalam kamar panas banget...😫",UgyvAn5pbR4utKK-EGp4AaABAg,,0,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgyvAn5pbR4utKK-EGp4AaABAg,2023-05-02 14:49:48,0,"Benar banget tuh kata koko dennis, yang di menit 53.00 Papa aku juga bilang ini baru bagus, di saat pintu kamar dibuka..dan kata papa aku di dalam kamar panas banget...😫",http://www.youtube.com/@chanelyoutoube,netral
1521,@adirahmad5894,Tugas kita bukan membuat manusia menjadi baik tapi tugas kita menyampaikan Dan sekarang terbukti dan terwujud beliau telah menyampaikan semuanya Alhamdulillah,UgwRPU5UTQ8zMi-Xd294AaABAg,,10,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgwRPU5UTQ8zMi-Xd294AaABAg,2023-05-02 11:10:59,0,Tugas kita bukan membuat manusia menjadi baik tapi tugas kita menyampaikan Dan sekarang terbukti dan terwujud beliau telah menyampaikan semuanya Alhamdulillah,http://www.youtube.com/@adirahmad5894,netral
1522,@abahneng8038,Bismillah masyaa Allah semoga koko denis cepat di kasih momongan. Amiin ya Allah,UgwW8WI1NzNs4vZxC_F4AaABAg,,2,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgwW8WI1NzNs4vZxC_F4AaABAg,2023-05-02 8:18:35,0,Bismillah masyaa Allah semoga koko denis cepat di kasih momongan. Amiin ya Allah,http://www.youtube.com/@abahneng8038,netral
1523,@dapoerraturona,MasyaaAllah TabarakAllah...semoga sll istiqomah sampai akhir koko istri...Aamiin,Ugw9jsSvHtZ4ruhZbw54AaABAg,,3,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=Ugw9jsSvHtZ4ruhZbw54AaABAg,2023-05-02 6:18:46,0,MasyaaAllah TabarakAllah...semoga sll istiqomah sampai akhir koko istri...Aamiin,http://www.youtube.com/@dapoerraturona,netral
1524,@MerryUtami,Yang penting tujuan sama 😭😭😭😭,UgyJI2NmKIgNiAU2QmN4AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgyJI2NmKIgNiAU2QmN4AaABAg,2023-05-02 5:16:26,0,Yang penting tujuan sama 😭😭😭😭,http://www.youtube.com/@MerryUtami,netral
1525,@awings.chanel,"Asikkkk nihhh,,, 2 orang hijrahh.. Wahh wahhh",UgwrhfNY6YOI2hrVjW94AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgwrhfNY6YOI2hrVjW94AaABAg,2023-05-02 3:30:11,0,"Asikkkk nihhh,,, 2 orang hijrahh.. Wahh wahhh",http://www.youtube.com/@awings.chanel,netral
1526,@anjasramadika5232,Disini kita dibuktikan dalam surat an-Nur ayat 26 yang artinya bahwa jodoh adalah cerminan diri sendiri,UgwUJcYDzLjKJ38NBxp4AaABAg,,7,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgwUJcYDzLjKJ38NBxp4AaABAg,2023-05-02 3:00:53,0,Disini kita dibuktikan dalam surat an-Nur ayat 26 yang artinya bahwa jodoh adalah cerminan diri sendiri,http://www.youtube.com/@anjasramadika5232,netral
1527,@fuzewatch,Terimakasih denny sumargo,UgyqrSsI3feyQF2dRdJ4AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgyqrSsI3feyQF2dRdJ4AaABAg,2023-05-02 2:53:30,0,Terimakasih denny sumargo,http://www.youtube.com/@fuzewatch,netral
1528,@m.akmalsurur5950,Sumpah jadi sadar dan semakin yakin. Klo kita berbuat baik itu datangnya dari allah. Kita mah ga ada yg patut di banggakan. Semua milik allah,Ugw6gFdsCDnTSMOjvuZ4AaABAg,,7,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=Ugw6gFdsCDnTSMOjvuZ4AaABAg,2023-05-02 2:08:19,0,Sumpah jadi sadar dan semakin yakin. Klo kita berbuat baik itu datangnya dari allah. Kita mah ga ada yg patut di banggakan. Semua milik allah,http://www.youtube.com/@m.akmalsurur5950,netral
1529,@fathandinullah8312,"Saya juga merasakan apa yang di ceritakan koh Dennis, dulu saya mau jajan cari sendiri. Ngamen, mulung, dagang hingga saat ini. Karena saya paling pantang ngemis meskipun sesusah apapun. Ya buat sekarang Alhamdulillah lah rezeki masih dapat dari mana saja kalau kita berusaha.",Ugy2MH7b-70sxuZiN9t4AaABAg,,19,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=Ugy2MH7b-70sxuZiN9t4AaABAg,2023-05-02 2:02:01,0,"Saya juga merasakan apa yang di ceritakan koh Dennis, dulu saya mau jajan cari sendiri. Ngamen, mulung, dagang hingga saat ini. Karena saya paling pantang ngemis meskipun sesusah apapun. Ya buat sekarang Alhamdulillah lah rezeki masih dapat dari mana saja kalau kita berusaha.",http://www.youtube.com/@fathandinullah8312,positif
1530,@bajinganlangka5634,Hari ini bandar judi banyak sumpah nya saya sumpah bandar judi sekarang kena azab allah mereka bakal hidup tidak tenang,UgwuxMLMp-WwnC7bT6t4AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgwuxMLMp-WwnC7bT6t4AaABAg,2023-05-02 1:20:38,0,Hari ini bandar judi banyak sumpah nya saya sumpah bandar judi sekarang kena azab allah mereka bakal hidup tidak tenang,http://www.youtube.com/@bajinganlangka5634,positif
1531,@tufel4you465,Masya Allah keren konten nya,UgyzH1W7sWfT84EvRUl4AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgyzH1W7sWfT84EvRUl4AaABAg,2023-05-02 0:30:53,0,Masya Allah keren konten nya,http://www.youtube.com/@tufel4you465,netral
1532,@galluhrahma4580,*Allah suka weh* 😅 cina bogor,UgwQJ5-rKXLlihFTXDN4AaABAg,,0,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgwQJ5-rKXLlihFTXDN4AaABAg,2023-05-01 23:22:45,0,*Allah suka weh* 😅 cina bogor,http://www.youtube.com/@galluhrahma4580,netral
1533,@arifanisa07,Jadi takut tidur bang denger podscat ya ini.. Blm banyak amal ibadah Ya allah maafin saya saya terlalu banyak dosa 🙏,UgzNXFKt4GuQv6-ycpR4AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgzNXFKt4GuQv6-ycpR4AaABAg,2023-05-01 21:33:03,0,Jadi takut tidur bang denger podscat ya ini.. Blm banyak amal ibadah Ya allah maafin saya saya terlalu banyak dosa 🙏,http://www.youtube.com/@arifanisa07,netral
1534,@almaun-pi4rx,"SEMOGA ALLAH MELIMPAH KAN RAHMAT DAN HIDAYAH NYA!!!. KEPADA MUALAB-MUALAB SAUDARA KAMI!!!.AMIN,❤❤❤❤❤❤❤❤❤",Ugy3XMaN9pKxShdJesB4AaABAg,,0,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=Ugy3XMaN9pKxShdJesB4AaABAg,2023-05-01 20:42:07,0,"SEMOGA ALLAH MELIMPAH KAN RAHMAT DAN HIDAYAH NYA!!!. KEPADA MUALAB-MUALAB SAUDARA KAMI!!!.AMIN,❤❤❤❤❤❤❤❤❤",http://www.youtube.com/@almaun-pi4rx,netral
1535,@radenyunior4644,Subhannallah... Aq sangat suka semua critanya.. Bsa dijadikan ilmu kehidupan.. Aamiin YRA..🙏🙏🙏,UgxzpJ96Pqaq_kjtird4AaABAg,,2,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgxzpJ96Pqaq_kjtird4AaABAg,2023-05-01 13:34:02,0,Subhannallah... Aq sangat suka semua critanya.. Bsa dijadikan ilmu kehidupan.. Aamiin YRA..🙏🙏🙏,http://www.youtube.com/@radenyunior4644,netral
1536,@nuralimahadnan5851,"Untuk saya yg sdh nikah, akhirnya banyak belajar di menitmwnit akhir soal tujuan pernikahan...masyaAllah semoga pernikahan saya dan suami, rumah tangga kami sellau fi dasari karena ingin ibadah sepanjang hayat hingga ke surga bersama anakanak di yaumul akhir...",UgwjcbqF-WFpobTF2Bp4AaABAg,,4,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgwjcbqF-WFpobTF2Bp4AaABAg,2023-05-01 12:01:31,0,"Untuk saya yg sdh nikah, akhirnya banyak belajar di menitmwnit akhir soal tujuan pernikahan...masyaAllah semoga pernikahan saya dan suami, rumah tangga kami sellau fi dasari karena ingin ibadah sepanjang hayat hingga ke surga bersama anakanak di yaumul akhir...",http://www.youtube.com/@nuralimahadnan5851,netral
1537,@osafaturahman6289,Masya allah,UgxkN2cDupD99fVyVEJ4AaABAg,,0,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgxkN2cDupD99fVyVEJ4AaABAg,2023-05-01 11:35:57,0,Masya allah,http://www.youtube.com/@osafaturahman6289,netral
1538,@sarjacks,Bener banget anjir kalah penasaran menang malah makin penasaran kebanyakan orang sekarang,Ugy0FM4orkozhfWy3gN4AaABAg,,0,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=Ugy0FM4orkozhfWy3gN4AaABAg,2023-05-01 11:22:59,0,Bener banget anjir kalah penasaran menang malah makin penasaran kebanyakan orang sekarang,http://www.youtube.com/@sarjacks,positif
1539,@dinimailanichannel6616,"Darimana kita berasal, untuk apa diciptakan Setelah mati kita akan kemana ...",Ugws8djaR8FrvrDbsRd4AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=Ugws8djaR8FrvrDbsRd4AaABAg,2023-05-01 10:42:25,0,"Darimana kita berasal, untuk apa diciptakan Setelah mati kita akan kemana ...",http://www.youtube.com/@dinimailanichannel6616,netral
1540,@mhnfsnyt1467,Terusin aja judinya gw ikut jadi bandarnya aowkwkwk,UgzbV2iY1itGuylKZ454AaABAg,,0,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgzbV2iY1itGuylKZ454AaABAg,2023-05-01 9:43:44,0,Terusin aja judinya gw ikut jadi bandarnya aowkwkwk,http://www.youtube.com/@mhnfsnyt1467,negatif
1541,@bundaale,Obrolan berkelas 😄,UgwgGZEZLOtL_FusBjd4AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgwgGZEZLOtL_FusBjd4AaABAg,2023-05-01 9:31:00,0,Obrolan berkelas 😄,http://www.youtube.com/@bundaale,netral
1542,@setiawandedi3940,"Untuk guru2 koh lim yg mengajarkan kebaikan ,, alfatihah",UgzkdKVxSALPBcM6BoN4AaABAg,,26,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgzkdKVxSALPBcM6BoN4AaABAg,2023-05-01 9:08:09,1,"Untuk guru2 koh lim yg mengajarkan kebaikan ,, alfatihah",http://www.youtube.com/@setiawandedi3940,netral
1543,@elysusanti1069,Smoga d tmptkn d tmpt yg terbaik ykni d syurganya Allah aamiin🤲🤲🤲,UgzkdKVxSALPBcM6BoN4AaABAg.9pAPn4rYgqi9u5o9HQC570,@setiawandedi3940,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgzkdKVxSALPBcM6BoN4AaABAg.9pAPn4rYgqi9u5o9HQC570,2023-08-31 20:50:32,0,Smoga d tmptkn d tmpt yg terbaik ykni d syurganya Allah aamiin🤲🤲🤲,http://www.youtube.com/@elysusanti1069,netral
1544,@muispakaya6965,❤❤❤❤,Ugzuo0ffs9B2x7eV07F4AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=Ugzuo0ffs9B2x7eV07F4AaABAg,2023-05-01 8:59:26,0,❤❤❤❤,http://www.youtube.com/@muispakaya6965,netral
1545,@idwanali59,Kereeennn👍👍👍,UgzF7DSSMWjPqllpqql4AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgzF7DSSMWjPqllpqql4AaABAg,2023-05-01 7:45:41,0,Kereeennn👍👍👍,http://www.youtube.com/@idwanali59,netral
1546,@wenwen1992,Gimana perasaan dennis lim setelah berhasil menipu banyak orang? Setelah berhenti lalu bongkar 😊,Ugy3dN5VrpRUG8sqhZ94AaABAg,,0,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=Ugy3dN5VrpRUG8sqhZ94AaABAg,2023-05-01 6:33:37,0,Gimana perasaan dennis lim setelah berhasil menipu banyak orang? Setelah berhenti lalu bongkar 😊,http://www.youtube.com/@wenwen1992,positif
1547,@BintangTerang-ix2cx,"Subhanallah,,saya pemain slot semoga saya bisa sembuh setelah melihat video ini.amin",UgyxK7m-0YhoY08pxJ94AaABAg,,1,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgyxK7m-0YhoY08pxJ94AaABAg,2023-05-01 5:18:21,0,"Subhanallah,,saya pemain slot semoga saya bisa sembuh setelah melihat video ini.amin",http://www.youtube.com/@BintangTerang-ix2cx,negatif
1548,@CATLOVIND,Ayahku dulu gila judi sampai cerai dengan ibuku dan akhirnya aku ikut nenek sampai dewasa..semoga kita dijauhkan dari permainan ini karena sangat menghancurkan keluarga..😔,UgzbLs1Uk1H23GpfW-94AaABAg,,6,https://www.youtube.com/watch?v=MsuHPBsiPok&lc=UgzbLs1Uk1H23GpfW-94AaABAg,2023-05-01 4:07:22,1,Ayahku dulu gila judi sampai cerai dengan ibuku dan akhirnya aku ikut nenek sampai dewasa..semoga kita dijauhkan dari permainan ini karena sangat menghancurkan keluarga..😔,http://www.youtube.com/@CATLOVIND,positif
